url,title,date,claim,rating,site
https://www.bbc.co.uk/news/world-europe-60125659,What are the sanctions on Russia and have they affected its economy?,2022-01-27 11:31:16+00:00,"The US, UK and EU have announced new sanctions on Russia, two years after its invasion of Ukraine.",True,bbc
https://www.bbc.co.uk/news/uk-68391780,Kaja Kallas: Estonian PM urges Nato to bolster support for Ukraine,2024-02-24 15:40:36+00:00,Estonia's prime minister has told the BBC that leaders risk ignoring lessons from the 1930s and 1940s if they do not bolster support for Ukraine.,True,bbc
https://www.bbc.co.uk/news/uk-68391750,King Charles says Ukraine faces 'indescribable aggression',2024-02-24 13:22:44+00:00,"King Charles has issued a strongly-worded message of support for Ukraine, in a statement marking the second anniversary of Russia's invasion.",True,bbc
https://www.bbc.co.uk/news/world-europe-68364924,Russia 'struggling with supply of weapons and ammunition' for Ukraine war - Western officials,2024-02-21 19:19:01+00:00,"Russia is struggling to provide ammunition and weapons for its war in Ukraine, according to Western officials.",True,bbc
https://www.bbc.co.uk/news/uk-68371974,UK targets Russian military with further sanctions,2024-02-22 13:58:21+00:00,The UK has announced more than 50 further sanctions against Russia ahead of the second anniversary of the invasion of Ukraine.,True,bbc
https://www.bbc.co.uk/news/world-europe-68337794,Russian pilot Maxim Kuzminov who defected to Ukraine 'shot dead' in Spain,2024-02-20 10:00:36+00:00,The body of a man who was shot dead in Spain is believed to be that of a Russian helicopter pilot who defected to Ukraine last year.,True,bbc
https://www.bbc.co.uk/news/world-europe-68285432,Ukraine war: A front-line town torn between determination and despair,2024-02-19 06:00:55+00:00,"No one town can capture the mood of this huge, struggling nation, after almost two years of war.",True,bbc
https://www.bbc.co.uk/news/uk-politics-68335943,Ukraine family visa scheme closes to new applicants,2024-02-19 17:20:26+00:00,"A visa scheme allowing Ukrainians to join family members in the UK has closed to new applications, the government has announced.",True,bbc
https://www.bbc.co.uk/news/world-europe-68345526,Ukraine war: US-Russian dual national Ksenia Karelina detained on treason charge,2024-02-20 09:16:32+00:00,A woman with US-Russian citizenship has been detained in Russia on suspicion of treason and fundraising for Ukraine's armed forces.,True,bbc
https://www.bbc.co.uk/news/world-europe-68338550,Avdiivka: Russia accused of executing prisoners of war after Ukraine withdraws,2024-02-20 01:12:21+00:00,"Last week,",True,bbc
